690	4
689	7
688	14
687	13
686	17
685	13
684	19
683	15
682	24
681	19
680	28
679	26
678	27
677	28
676	31
675	24
674	33
673	24
672	40
671	34
670	39
669	37
668	46
667	40
666	47
665	64
664	73
663	60
662	61
661	51
660	70
659	77
658	88
657	93
656	82
655	121
654	98
653	90
652	96
651	114
650	115
649	127
648	119
647	139
646	132
645	141
644	152
643	137
642	165
641	166
640	142
639	169
638	181
637	214
636	184
635	218
634	214
633	208
632	217
631	251
630	258
629	236
628	272
627	270
626	311
625	283
624	265
623	304
622	302
621	311
620	292
619	328
618	358
617	351
616	310
615	357
614	359
613	367
612	361
611	372
610	397
609	440
608	402
607	420
606	441
605	433
604	448
603	488
602	440
601	459
600	498
599	454
598	540
597	506
596	546
595	507
594	545
593	540
592	595
591	600
590	579
589	596
588	640
587	573
586	638
585	622
584	611
583	639
582	653
581	699
580	709
579	718
578	723
577	734
576	755
575	779
574	730
573	767
572	729
571	773
570	791
569	798
568	777
567	828
566	829
565	840
564	839
563	877
562	882
561	875
560	909
559	821
558	859
557	853
556	917
555	964
554	900
553	1008
552	968
551	953
550	965
549	930
548	958
547	983
546	1042
545	1048
544	969
543	1023
542	1049
541	1073
540	1067
539	1056
538	1086
537	1071
536	1107
535	1099
534	1137
533	1164
532	1101
531	1145
530	1108
529	1138
528	1148
527	1117
526	1193
525	1141
524	1157
523	1151
522	1262
521	1232
520	1206
519	1196
518	1227
517	1170
516	1304
515	1190
514	1209
513	1285
512	1320
511	1289
510	1272
509	1286
508	1274
507	1302
506	1300
505	1294
504	1287
503	1259
502	1344
501	1262
500	1320
499	1322
498	1334
497	1328
496	1270
495	1376
494	1337
493	1296
492	1364
491	1337
490	1346
489	1371
488	1361
487	1328
486	1340
485	1370
484	1392
483	1350
482	1390
481	1355
480	1375
479	1356
478	1340
477	1308
476	1380
475	1318
474	1347
473	1334
472	1311
471	1315
470	1338
469	1354
468	1290
467	1326
466	1305
465	1290
464	1317
463	1286
462	1295
461	1315
460	1263
459	1275
458	1226
457	1249
456	1231
455	1239
454	1218
453	1219
452	1240
451	1167
450	1216
449	1224
448	1158
447	1136
446	1188
445	1092
444	1115
443	1096
442	1094
441	1138
440	1072
439	1059
438	1071
437	1065
436	1057
435	1035
434	1108
433	1027
432	1038
431	994
430	998
429	985
428	935
427	940
426	937
425	928
424	897
423	957
422	921
421	850
420	922
419	861
418	890
417	867
416	853
415	887
414	872
413	875
412	780
411	806
410	785
409	762
408	762
407	783
406	710
405	710
404	771
403	694
402	709
401	755
400	658
399	683
398	676
397	620
396	631
395	682
394	602
393	605
392	586
391	624
390	628
389	607
388	567
387	583
386	596
385	577
384	556
383	553
382	511
381	540
380	560
379	529
378	518
377	480
376	512
375	490
374	467
373	506
372	456
371	438
370	466
369	412
368	466
367	415
366	390
365	407
364	441
363	393
362	416
361	395
360	464
359	385
358	373
357	372
356	374
355	367
354	356
353	370
352	321
351	346
350	343
349	360
348	358
347	317
346	299
345	307
344	340
343	302
342	328
341	301
340	322
339	305
338	311
337	289
336	273
335	316
334	289
333	301
332	279
331	266
330	255
329	284
328	284
327	290
326	290
325	257
324	228
323	267
322	243
321	243
320	246
319	292
318	240
317	236
316	233
315	238
314	221
313	215
312	211
311	198
310	205
309	225
308	196
307	195
306	209
305	199
304	215
303	191
302	196
301	204
300	161
299	192
298	181
297	200
296	184
295	173
294	211
293	173
292	171
291	208
290	189
289	181
288	164
287	193
286	157
285	154
284	174
283	165
282	174
281	149
280	166
279	152
278	161
277	155
276	166
275	157
274	148
273	138
272	147
271	157
270	173
269	158
268	146
267	126
266	142
265	154
264	137
263	130
262	140
261	138
260	149
259	151
258	128
257	144
256	136
255	114
254	134
253	115
252	111
251	126
250	118
249	127
248	111
247	113
246	128
245	131
244	121
243	113
242	116
241	116
240	131
239	117
238	116
237	116
236	111
235	111
234	111
233	143
232	106
231	107
230	104
229	102
228	100
227	132
226	111
225	101
224	114
223	97
222	100
221	102
220	108
219	96
218	105
217	97
216	93
215	94
214	97
213	89
212	103
211	81
210	92
209	76
208	62
207	92
206	73
205	87
204	82
203	78
202	80
201	71
200	68
199	68
198	82
197	62
196	63
195	69
194	70
193	58
192	69
191	56
190	60
189	66
188	60
187	47
186	73
185	55
184	58
183	46
182	41
181	45
180	46
179	49
178	45
177	39
176	48
175	38
174	30
173	40
172	32
171	39
170	42
