690	2
689	1
688	2
687	6
686	4
685	6
684	12
683	5
682	8
681	5
680	9
679	11
678	7
677	14
676	7
675	5
674	15
673	15
672	13
671	10
670	17
669	10
668	15
667	18
666	30
665	32
664	17
663	21
662	29
661	27
660	28
659	30
658	29
657	34
656	30
655	38
654	39
653	33
652	37
651	55
650	52
649	40
648	47
647	43
646	34
645	55
644	47
643	56
642	46
641	58
640	67
639	64
638	49
637	68
636	69
635	66
634	72
633	75
632	76
631	71
630	84
629	91
628	84
627	71
626	73
625	82
624	79
623	97
622	99
621	81
620	91
619	98
618	95
617	105
616	105
615	101
614	110
613	120
612	107
611	105
610	123
609	121
608	137
607	121
606	132
605	122
604	140
603	143
602	156
601	140
600	142
599	139
598	163
597	122
596	154
595	156
594	181
593	177
592	177
591	177
590	151
589	166
588	174
587	183
586	197
585	175
584	173
583	193
582	159
581	238
580	213
579	192
578	187
577	210
576	208
575	202
574	212
573	210
572	222
571	222
570	227
569	213
568	237
567	228
566	231
565	248
564	266
563	246
562	260
561	258
560	247
559	284
558	265
557	284
556	262
555	228
554	257
553	267
552	280
551	277
550	262
549	286
548	275
547	305
546	311
545	299
544	295
543	336
542	329
541	302
540	321
539	330
538	302
537	321
536	317
535	350
534	326
533	333
532	385
531	362
530	365
529	388
528	383
527	376
526	368
525	418
524	361
523	375
522	399
521	388
520	361
519	373
518	367
517	401
516	446
515	405
514	427
513	420
512	435
511	403
510	423
509	438
508	437
507	404
506	444
505	444
504	434
503	436
502	439
501	455
500	455
499	477
498	508
497	458
496	482
495	479
494	463
493	463
492	511
491	515
490	478
489	473
488	505
487	518
486	532
485	533
484	575
483	553
482	531
481	510
480	540
479	568
478	540
477	586
476	588
475	591
474	573
473	570
472	593
471	533
470	608
469	604
468	640
467	638
466	629
465	632
464	670
463	711
462	621
461	642
460	675
459	656
458	709
457	659
456	679
455	626
454	720
453	678
452	698
451	721
450	705
449	674
448	729
447	711
446	756
445	729
444	710
443	741
442	768
441	763
440	785
439	733
438	802
437	816
436	834
435	794
434	798
433	829
432	829
431	844
430	806
429	832
428	813
427	866
426	858
425	866
424	859
423	855
422	831
421	840
420	889
419	873
418	871
417	822
416	880
415	846
414	849
413	903
412	891
411	971
410	907
409	900
408	908
407	924
406	938
405	882
404	920
403	876
402	933
401	987
400	958
399	939
398	988
397	919
396	967
395	929
394	934
393	949
392	930
391	971
390	954
389	888
388	1032
387	894
386	963
385	906
384	952
383	933
382	927
381	922
380	949
379	965
378	942
377	931
376	910
375	912
374	888
373	902
372	944
371	894
370	889
369	936
368	879
367	946
366	902
365	886
364	815
363	893
362	894
361	872
360	870
359	849
358	812
357	872
356	868
355	817
354	856
353	843
352	818
351	819
350	761
349	808
348	841
347	783
346	820
345	780
344	817
343	775
342	801
341	791
340	748
339	781
338	761
337	731
336	730
335	718
334	767
333	720
332	696
331	710
330	728
329	725
328	697
327	657
326	696
325	693
324	698
323	614
322	686
321	634
320	633
319	627
318	675
317	612
316	626
315	656
314	659
313	576
312	579
311	598
310	615
309	578
308	626
307	588
306	595
305	563
304	565
303	525
302	581
301	534
300	556
299	526
298	522
297	506
296	525
295	489
294	495
293	524
292	510
291	478
290	486
289	465
288	497
287	490
286	482
285	463
284	465
283	475
282	455
281	463
280	418
279	405
278	405
277	430
276	438
275	386
274	408
273	415
272	366
271	394
270	372
269	385
268	350
267	372
266	338
265	355
264	325
263	331
262	331
261	324
260	316
259	326
258	292
257	307
256	293
255	285
254	294
253	281
252	270
251	271
250	281
249	251
248	230
247	267
246	261
245	283
244	240
243	256
242	233
241	219
240	224
239	230
238	204
237	200
236	225
235	188
234	205
233	207
232	225
231	204
230	184
229	196
228	192
227	166
226	164
225	161
224	148
223	153
222	131
221	179
220	151
219	139
218	126
217	139
216	124
215	144
214	130
213	131
212	140
211	132
210	95
209	109
208	107
207	126
206	107
205	101
204	93
203	105
202	104
201	79
200	105
199	83
198	76
197	95
196	57
195	85
194	64
193	65
192	80
191	75
190	71
189	58
188	61
187	59
186	49
185	45
184	52
183	51
182	50
181	49
180	32
179	34
178	41
177	38
176	45
175	23
174	39
173	31
172	19
171	35
170	26
169	18
168	28
167	14
166	35
165	23
164	23
163	16
162	20
161	14
160	18
159	14
158	17
157	19
156	10
155	13
154	13
153	15
152	10
151	19
150	14
149	9
148	5
147	7
146	13
145	9
144	12
143	7
142	11
141	12
140	6
139	6
138	6
137	6
136	6
135	7
134	6
133	8
132	5
131	2
130	5
129	8
128	7
127	2
126	4
125	4
124	4
123	2
122	2
121	6
120	5
119	2
118	7
117	5
116	4
115	3
114	3
113	2
112	2
110	5
109	4
108	2
107	4
106	3
105	2
104	4
103	2
102	1
101	2
100	4
99	3
98	2
96	2
95	3
94	4
93	1
92	3
90	4
89	3
88	2
86	1
85	2
84	2
82	2
81	1
80	1
79	1
77	1
76	3
75	2
72	1
70	1
68	2
66	2
64	1
63	2
61	1
60	1
59	1
54	2
51	3
50	2
49	2
47	2
46	2
43	6
42	2
41	10
40	21
39	1
38	22
37	36
36	1
35	79
34	102
33	1
32	95
31	107
30	9
29	79
28	54
27	6
26	42
25	13
24	9
23	27
22	3
21	21
20	29
19	1
18	47
17	64
16	1
15	121
14	140
12	153
11	158
9	102
8	75
6	42
5	18
3	6
0	393
